预测标签,威胁类型,置信度
1,DoS攻击,0.99999547
0,正常,0.99806374
0,正常,0.7923399
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,0.8100987
0,正常,0.9971317
1,DoS攻击,0.6644056
1,DoS攻击,0.89778847
4,探测攻击,0.9996455
0,正常,0.9997131
0,正常,0.9987698
0,正常,1.0
0,正常,0.5679665
1,DoS攻击,0.9999999
0,正常,0.998064
0,正常,0.9739648
1,DoS攻击,0.54467136
4,探测攻击,1.0
1,DoS攻击,1.0
0,正常,0.89797944
0,正常,0.9629793
0,正常,0.9999995
0,正常,0.9528735
0,正常,0.9662184
1,DoS攻击,0.9966768
1,DoS攻击,0.9999933
3,R2L攻击,0.9541517
4,探测攻击,0.9999975
0,正常,0.99998665
4,探测攻击,0.9368135
1,DoS攻击,0.9999995
4,探测攻击,0.9659773
4,探测攻击,0.9990582
0,正常,1.0
1,DoS攻击,0.63828796
4,探测攻击,0.99992836
0,正常,0.78991914
3,R2L攻击,0.69557947
1,DoS攻击,0.7364891
1,DoS攻击,0.99999726
3,R2L攻击,0.6857872
1,DoS攻击,0.9999974
3,R2L攻击,0.64581895
0,正常,1.0
0,正常,0.78852654
0,正常,0.5833723
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,0.9989556
0,正常,1.0
0,正常,0.8680019
0,正常,0.99530494
1,DoS攻击,0.9999999
1,DoS攻击,0.9967098
1,DoS攻击,0.9988636
4,探测攻击,0.7082994
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.7391728
0,正常,0.9945688
0,正常,0.9569624
3,R2L攻击,0.5584194
1,DoS攻击,0.8270634
1,DoS攻击,0.9999982
1,DoS攻击,0.9999993
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.9999999
3,R2L攻击,0.85749185
4,探测攻击,0.99828583
1,DoS攻击,1.0
1,DoS攻击,0.95516515
0,正常,1.0
0,正常,1.0
0,正常,0.9172509
0,正常,1.0
1,DoS攻击,0.99999774
3,R2L攻击,0.5961447
3,R2L攻击,0.94134355
0,正常,0.9999987
0,正常,1.0
1,DoS攻击,0.80509365
0,正常,0.84029263
0,正常,1.0
1,DoS攻击,1.0
1,DoS攻击,0.99001163
0,正常,0.99951565
1,DoS攻击,0.9999995
1,DoS攻击,0.99996686
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,1.0
3,R2L攻击,0.99386156
3,R2L攻击,0.8653095
0,正常,0.99999845
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,0.94506204
1,DoS攻击,0.9673381
3,R2L攻击,0.47238877
4,探测攻击,1.0
1,DoS攻击,1.0
4,探测攻击,0.9996816
0,正常,0.9999993
0,正常,0.4971281
3,R2L攻击,0.7229193
0,正常,0.91287357
0,正常,0.7400459
1,DoS攻击,0.9916048
1,DoS攻击,0.9999999
4,探测攻击,0.99996257
1,DoS攻击,0.99905425
0,正常,0.99830186
3,R2L攻击,0.9914278
4,探测攻击,0.99862075
0,正常,0.99727196
3,R2L攻击,0.7262975
0,正常,0.9998418
1,DoS攻击,0.9999969
1,DoS攻击,1.0
0,正常,0.9990675
0,正常,1.0
0,正常,0.9527402
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.5048266
3,R2L攻击,0.964381
4,探测攻击,0.9999931
0,正常,0.99993813
0,正常,0.99999654
4,探测攻击,1.0
1,DoS攻击,0.869761
1,DoS攻击,1.0
1,DoS攻击,0.99999964
0,正常,0.9999492
4,探测攻击,0.99999976
3,R2L攻击,0.6587709
1,DoS攻击,1.0
0,正常,1.0
0,正常,0.9013675
0,正常,0.9999999
0,正常,1.0
3,R2L攻击,0.9971933
0,正常,1.0
1,DoS攻击,0.9954093
0,正常,0.78964156
0,正常,1.0
0,正常,0.998064
4,探测攻击,0.99998736
0,正常,0.99999905
1,DoS攻击,0.3290052
1,DoS攻击,0.9956185
1,DoS攻击,1.0
0,正常,0.99999976
0,正常,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.9999974
0,正常,0.8763989
1,DoS攻击,0.99999976
1,DoS攻击,0.9999994
3,R2L攻击,0.9882831
1,DoS攻击,0.9933015
0,正常,1.0
0,正常,0.9995807
1,DoS攻击,0.99999964
0,正常,1.0
1,DoS攻击,0.69662076
0,正常,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.9997844
0,正常,1.0
3,R2L攻击,0.887733
3,R2L攻击,0.9161829
4,探测攻击,0.9999982
1,DoS攻击,0.99999976
1,DoS攻击,0.9999999
4,探测攻击,0.99987674
1,DoS攻击,0.99160916
0,正常,1.0
1,DoS攻击,0.9999994
3,R2L攻击,0.95219135
4,探测攻击,0.9998241
1,DoS攻击,0.99999654
1,DoS攻击,0.99125004
0,正常,0.84866834
4,探测攻击,0.9999664
4,探测攻击,0.9167692
4,探测攻击,0.99999976
4,探测攻击,0.9999752
0,正常,0.8602416
0,正常,0.99998355
0,正常,0.9172506
0,正常,1.0
0,正常,0.9999908
0,正常,1.0
0,正常,0.9983658
1,DoS攻击,0.64537024
0,正常,0.9999603
1,DoS攻击,0.99999857
4,探测攻击,1.0
1,DoS攻击,0.8438899
1,DoS攻击,0.9999999
1,DoS攻击,0.88574094
0,正常,0.8365846
0,正常,0.6607574
0,正常,0.9956142
1,DoS攻击,0.9999999
0,正常,0.9192829
0,正常,0.9701882
4,探测攻击,1.0
0,正常,0.999907
1,DoS攻击,0.9999479
1,DoS攻击,0.99999964
1,DoS攻击,0.9999999
0,正常,0.9998641
0,正常,0.9901101
1,DoS攻击,0.9999999
1,DoS攻击,0.90855616
1,DoS攻击,1.0
3,R2L攻击,0.53982794
1,DoS攻击,0.99999964
0,正常,1.0
0,正常,0.721908
1,DoS攻击,0.99999976
0,正常,0.99977833
0,正常,0.9989833
4,探测攻击,1.0
0,正常,0.9890788
1,DoS攻击,0.99999726
0,正常,0.9999012
0,正常,0.96903396
0,正常,0.9568061
0,正常,0.5914292
1,DoS攻击,0.9999999
0,正常,0.999987
0,正常,0.9114982
0,正常,0.5075326
1,DoS攻击,1.0
3,R2L攻击,0.50713164
0,正常,0.9033656
4,探测攻击,0.9999528
0,正常,0.81372726
0,正常,0.99641526
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.97061217
3,R2L攻击,0.68568987
0,正常,1.0
4,探测攻击,0.8253654
1,DoS攻击,1.0
3,R2L攻击,0.77764344
0,正常,0.99999535
0,正常,1.0
1,DoS攻击,1.0
4,探测攻击,0.9967783
1,DoS攻击,1.0
0,正常,0.9999722
1,DoS攻击,0.9999999
1,DoS攻击,0.99999976
0,正常,0.5477074
0,正常,1.0
0,正常,0.85197014
1,DoS攻击,0.9999999
1,DoS攻击,0.9999963
0,正常,0.9746966
1,DoS攻击,0.9993136
1,DoS攻击,0.99999285
0,正常,1.0
0,正常,0.83043414
0,正常,0.9088479
0,正常,1.0
0,正常,0.9783734
0,正常,0.95859814
0,正常,0.8982317
0,正常,0.86548966
0,正常,0.99188656
0,正常,0.8773582
0,正常,1.0
3,R2L攻击,0.97244555
0,正常,0.98798674
1,DoS攻击,0.9842271
3,R2L攻击,0.9477953
0,正常,1.0
1,DoS攻击,0.602597
0,正常,0.9999875
3,R2L攻击,0.94297844
1,DoS攻击,0.9112983
0,正常,0.99966156
0,正常,0.9999933
1,DoS攻击,0.9999999
3,R2L攻击,0.96457124
0,正常,0.98952496
0,正常,0.3953862
0,正常,0.80799717
1,DoS攻击,0.99999154
0,正常,1.0
0,正常,1.0
0,正常,0.9999603
1,DoS攻击,0.95232606
4,探测攻击,0.997741
4,探测攻击,0.9893461
0,正常,1.0
1,DoS攻击,0.9955355
1,DoS攻击,0.9999999
0,正常,0.86203676
1,DoS攻击,0.9992545
0,正常,0.9999969
0,正常,0.9999281
0,正常,0.9996203
0,正常,0.7332319
0,正常,0.97522324
4,探测攻击,0.99987197
1,DoS攻击,0.9999994
1,DoS攻击,0.9638395
0,正常,0.99960846
1,DoS攻击,0.9999999
3,R2L攻击,0.9119547
0,正常,0.99998665
1,DoS攻击,0.99999976
0,正常,1.0
0,正常,0.745263
1,DoS攻击,0.99195194
0,正常,0.83813405
1,DoS攻击,0.9999999
1,DoS攻击,0.9999995
0,正常,1.0
1,DoS攻击,0.9999999
3,R2L攻击,0.9301992
1,DoS攻击,0.9999999
3,R2L攻击,0.9630599
0,正常,0.96968013
0,正常,0.9999956
0,正常,0.9998472
4,探测攻击,0.99999297
1,DoS攻击,0.9999999
0,正常,0.99999297
0,正常,0.8220388
0,正常,0.9172508
0,正常,1.0
3,R2L攻击,0.7033229
1,DoS攻击,0.9999999
3,R2L攻击,0.96900606
0,正常,1.0
4,探测攻击,0.9929201
1,DoS攻击,0.9999999
1,DoS攻击,1.0
0,正常,0.9989905
4,探测攻击,0.9996768
3,R2L攻击,0.67705506
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.8403528
1,DoS攻击,0.9681529
4,探测攻击,0.5399497
4,探测攻击,0.99999905
0,正常,0.9999138
1,DoS攻击,0.99999964
0,正常,0.98798674
0,正常,0.8328596
1,DoS攻击,0.9740889
1,DoS攻击,0.8144856
3,R2L攻击,0.90802675
0,正常,0.99635565
0,正常,1.0
1,DoS攻击,0.9999999
3,R2L攻击,0.97306764
0,正常,0.9993186
1,DoS攻击,1.0
4,探测攻击,1.0
0,正常,0.9999964
1,DoS攻击,0.6492355
0,正常,1.0
1,DoS攻击,0.9981067
0,正常,0.9996063
0,正常,1.0
0,正常,0.866463
0,正常,0.98613423
1,DoS攻击,0.9999993
0,正常,0.99195826
0,正常,0.9999949
4,探测攻击,0.90964836
0,正常,1.0
0,正常,0.9998659
3,R2L攻击,0.5584194
0,正常,0.9996475
0,正常,0.9954276
1,DoS攻击,0.9999999
0,正常,0.9347157
0,正常,1.0
1,DoS攻击,0.9999999
3,R2L攻击,0.7259627
1,DoS攻击,0.9999994
1,DoS攻击,1.0
0,正常,1.0
0,正常,1.0
0,正常,0.70373046
0,正常,0.9861362
0,正常,1.0
3,R2L攻击,0.97041535
1,DoS攻击,1.0
1,DoS攻击,0.99999976
0,正常,1.0
0,正常,0.9162232
0,正常,0.9998994
0,正常,1.0
3,R2L攻击,0.8641544
0,正常,1.0
1,DoS攻击,0.8877879
3,R2L攻击,0.9802201
0,正常,1.0
0,正常,0.9999721
0,正常,1.0
1,DoS攻击,0.6492355
1,DoS攻击,0.6375484
0,正常,0.99991214
4,探测攻击,0.9889924
0,正常,0.88570315
1,DoS攻击,0.6946024
0,正常,1.0
0,正常,0.9999999
1,DoS攻击,0.99999976
0,正常,0.9033628
0,正常,0.9792686
0,正常,0.9979982
1,DoS攻击,0.7806229
0,正常,0.9999999
0,正常,1.0
0,正常,0.5070124
0,正常,1.0
0,正常,1.0
3,R2L攻击,0.8598962
0,正常,1.0
0,正常,0.9687038
1,DoS攻击,1.0
0,正常,1.0
1,DoS攻击,0.99974686
0,正常,1.0
0,正常,1.0
4,探测攻击,1.0
3,R2L攻击,0.5268889
0,正常,0.9970866
0,正常,0.99996126
1,DoS攻击,0.9999999
4,探测攻击,0.9998222
0,正常,1.0
3,R2L攻击,0.9606995
4,探测攻击,0.9936214
1,DoS攻击,0.99999857
0,正常,1.0
1,DoS攻击,0.99999964
1,DoS攻击,0.9999999
1,DoS攻击,1.0
3,R2L攻击,0.7505522
1,DoS攻击,0.99879754
0,正常,0.9853829
0,正常,1.0
0,正常,0.9981345
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.97883713
1,DoS攻击,0.9999999
0,正常,0.9933508
4,探测攻击,0.99964297
1,DoS攻击,0.85844505
0,正常,0.9985922
0,正常,0.95294476
1,DoS攻击,0.992454
1,DoS攻击,0.9999993
3,R2L攻击,0.54420364
1,DoS攻击,0.9999999
1,DoS攻击,0.9999994
1,DoS攻击,1.0
0,正常,1.0
1,DoS攻击,0.9990113
0,正常,0.99817884
1,DoS攻击,0.99999964
1,DoS攻击,0.99999964
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
1,DoS攻击,0.9305802
0,正常,1.0
4,探测攻击,0.99993145
0,正常,0.99643123
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.8610673
0,正常,0.9999918
0,正常,0.9993075
0,正常,0.999019
1,DoS攻击,0.99999857
0,正常,0.99916553
0,正常,0.99715793
1,DoS攻击,0.97323847
1,DoS攻击,0.99999356
4,探测攻击,0.9999807
4,探测攻击,0.99993205
1,DoS攻击,0.99097204
0,正常,1.0
4,探测攻击,1.0
1,DoS攻击,0.83823186
0,正常,1.0
3,R2L攻击,0.7062017
0,正常,0.39538613
3,R2L攻击,0.97975874
3,R2L攻击,0.9990294
0,正常,0.9993316
1,DoS攻击,0.9999999
0,正常,0.9899795
0,正常,0.99989235
3,R2L攻击,0.868165
0,正常,0.99999726
0,正常,0.98969394
1,DoS攻击,0.9999999
3,R2L攻击,0.88311344
0,正常,0.9999974
0,正常,0.9172509
1,DoS攻击,0.9999999
0,正常,0.9999999
3,R2L攻击,0.99712485
3,R2L攻击,0.8876124
0,正常,0.99999595
4,探测攻击,0.995307
0,正常,0.9172507
0,正常,0.99999917
4,探测攻击,0.999997
0,正常,0.9542696
0,正常,1.0
3,R2L攻击,0.9980388
0,正常,0.99951005
1,DoS攻击,1.0
3,R2L攻击,0.60052484
0,正常,0.9999999
4,探测攻击,0.9739507
0,正常,0.94886136
0,正常,0.5845348
0,正常,0.99878114
1,DoS攻击,0.99999976
0,正常,0.9999989
3,R2L攻击,0.7136025
0,正常,0.9989905
4,探测攻击,0.99985766
0,正常,1.0
4,探测攻击,0.99994946
4,探测攻击,0.6714135
0,正常,1.0
3,R2L攻击,0.7733262
0,正常,0.98244035
0,正常,0.80500543
1,DoS攻击,0.9999995
1,DoS攻击,0.9999999
1,DoS攻击,0.8879728
0,正常,1.0
0,正常,0.9523383
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.9374307
0,正常,0.99999714
0,正常,0.999998
0,正常,0.9989905
3,R2L攻击,0.9691161
0,正常,0.9610578
0,正常,1.0
0,正常,0.94886017
4,探测攻击,1.0
0,正常,1.0
0,正常,0.9746377
0,正常,0.9999999
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.9993387
1,DoS攻击,0.99999964
1,DoS攻击,0.6051818
1,DoS攻击,0.9999999
1,DoS攻击,0.99999845
0,正常,0.9995703
0,正常,0.99983823
0,正常,0.97883713
0,正常,0.9988193
0,正常,0.7234511
0,正常,0.99865025
0,正常,0.97883713
1,DoS攻击,0.9999999
0,正常,1.0
4,探测攻击,0.9987012
1,DoS攻击,0.9999999
0,正常,0.3953861
3,R2L攻击,0.93054724
0,正常,0.9172509
1,DoS攻击,0.90810007
0,正常,0.9823254
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,0.99998796
0,正常,0.97422045
4,探测攻击,0.99020535
0,正常,0.99708635
0,正常,0.9748888
0,正常,0.8886965
0,正常,0.9989378
0,正常,1.0
0,正常,0.99998856
0,正常,0.9999925
1,DoS攻击,0.99999905
0,正常,0.99919575
3,R2L攻击,0.977084
0,正常,0.7296123
0,正常,1.0
0,正常,0.8911619
0,正常,0.98564583
4,探测攻击,1.0
1,DoS攻击,0.9202568
0,正常,0.90437764
1,DoS攻击,0.9796728
0,正常,0.9999509
1,DoS攻击,1.0
0,正常,0.9935869
0,正常,1.0
1,DoS攻击,0.9728113
1,DoS攻击,0.9998982
1,DoS攻击,0.99999607
3,R2L攻击,0.99746716
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.9999342
0,正常,0.90451133
1,DoS攻击,0.6377011
0,正常,1.0
0,正常,0.6352474
1,DoS攻击,0.9999999
1,DoS攻击,0.99999964
0,正常,0.9587696
0,正常,0.9999999
1,DoS攻击,0.9657353
0,正常,1.0
1,DoS攻击,0.73157555
4,探测攻击,0.99999046
1,DoS攻击,0.99999976
0,正常,0.9505979
0,正常,1.0
4,探测攻击,0.8254246
1,DoS攻击,0.9999999
1,DoS攻击,0.6449412
0,正常,1.0
1,DoS攻击,0.99891806
1,DoS攻击,0.9999999
4,探测攻击,1.0
0,正常,0.9606506
0,正常,0.94886136
4,探测攻击,1.0
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.9999002
0,正常,0.993313
3,R2L攻击,0.8570051
0,正常,1.0
0,正常,0.9696801
0,正常,0.999998
0,正常,1.0
1,DoS攻击,0.8526677
1,DoS攻击,0.99283546
1,DoS攻击,0.9999994
0,正常,0.7282292
4,探测攻击,0.9999902
0,正常,1.0
3,R2L攻击,0.9889937
1,DoS攻击,0.9999896
4,探测攻击,0.96552414
0,正常,0.9999999
1,DoS攻击,1.0
1,DoS攻击,0.9999981
1,DoS攻击,0.99999964
0,正常,0.9982722
0,正常,0.87245125
0,正常,0.8805457
0,正常,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.9900209
4,探测攻击,0.99999666
0,正常,1.0
4,探测攻击,0.99872595
0,正常,0.90552765
1,DoS攻击,0.9975504
4,探测攻击,1.0
0,正常,0.9998721
0,正常,0.9999603
0,正常,0.99490404
0,正常,1.0
3,R2L攻击,0.99895155
1,DoS攻击,0.9999999
0,正常,0.99703646
0,正常,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
1,DoS攻击,0.99999917
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,0.73157555
0,正常,0.9999964
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.97883713
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.96968013
4,探测攻击,0.5492763
0,正常,0.999476
0,正常,1.0
4,探测攻击,0.9999969
0,正常,0.8411684
1,DoS攻击,0.9999999
1,DoS攻击,0.9708846
0,正常,0.9999993
1,DoS攻击,0.93444145
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.9999999
4,探测攻击,0.99999976
0,正常,0.9997451
4,探测攻击,0.9999844
0,正常,1.0
1,DoS攻击,0.9999999
0,正常,0.9855503
0,正常,1.0
3,R2L攻击,0.88134515
1,DoS攻击,0.37799215
0,正常,0.9999989
3,R2L攻击,0.97130436
1,DoS攻击,0.9555894
4,探测攻击,0.9999875
0,正常,0.9989556
1,DoS攻击,0.9999987
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,0.99908566
0,正常,0.8137272
4,探测攻击,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
1,DoS攻击,0.9988851
1,DoS攻击,0.99940944
1,DoS攻击,0.9999939
0,正常,0.5318032
0,正常,1.0
0,正常,1.0
0,正常,1.0
3,R2L攻击,0.9725991
0,正常,1.0
1,DoS攻击,0.9999943
4,探测攻击,0.99974054
0,正常,0.8719099
0,正常,0.9992507
0,正常,0.8609843
0,正常,0.9998647
0,正常,1.0
0,正常,0.9901101
1,DoS攻击,1.0
0,正常,0.8923171
1,DoS攻击,0.98554623
0,正常,0.83627003
4,探测攻击,1.0
0,正常,0.94886136
0,正常,0.7940525
1,DoS攻击,0.9999999
0,正常,0.99922884
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,0.9998454
3,R2L攻击,0.7467305
4,探测攻击,0.9999858
3,R2L攻击,0.6721266
1,DoS攻击,1.0
3,R2L攻击,0.6715414
1,DoS攻击,0.46274582
0,正常,0.8964712
0,正常,0.9999945
0,正常,0.98244035
0,正常,1.0
1,DoS攻击,1.0
1,DoS攻击,0.9999999
0,正常,0.9045112
0,正常,0.9999988
0,正常,1.0
4,探测攻击,0.9996797
0,正常,0.99990845
4,探测攻击,1.0
0,正常,0.9779996
3,R2L攻击,0.9832102
3,R2L攻击,0.6692931
1,DoS攻击,0.9999975
1,DoS攻击,0.9999989
0,正常,0.9941024
0,正常,0.5032508
1,DoS攻击,0.9999995
1,DoS攻击,0.93787426
1,DoS攻击,0.669347
1,DoS攻击,0.99999976
1,DoS攻击,0.99999917
1,DoS攻击,0.9999981
3,R2L攻击,0.78878146
0,正常,0.99965894
4,探测攻击,1.0
0,正常,1.0
0,正常,1.0
0,正常,1.0
0,正常,1.0
3,R2L攻击,0.96561706
3,R2L攻击,0.5070796
0,正常,0.9887362
0,正常,0.95329696
4,探测攻击,1.0
1,DoS攻击,0.9999999
1,DoS攻击,0.99872977
1,DoS攻击,1.0
0,正常,0.9953282
0,正常,0.9994711
0,正常,0.9985922
1,DoS攻击,0.69185376
0,正常,0.7356065
4,探测攻击,0.70081776
4,探测攻击,0.99999547
0,正常,0.9996754
0,正常,0.9999994
1,DoS攻击,0.99999976
0,正常,1.0
4,探测攻击,1.0
1,DoS攻击,0.59515303
1,DoS攻击,0.9997856
1,DoS攻击,0.963013
0,正常,0.9999957
1,DoS攻击,0.99999976
1,DoS攻击,0.96578526
1,DoS攻击,0.99999726
1,DoS攻击,1.0
0,正常,1.0
4,探测攻击,1.0
1,DoS攻击,0.6715734
0,正常,0.99999976
3,R2L攻击,0.9244719
0,正常,0.5174054
1,DoS攻击,0.66210186
4,探测攻击,0.99984324
0,正常,1.0
3,R2L攻击,0.9422259
1,DoS攻击,0.9999999
0,正常,0.973736
3,R2L攻击,0.63267744
1,DoS攻击,0.99999976
0,正常,0.9172507
0,正常,0.39538607
0,正常,0.9215853
0,正常,1.0
0,正常,0.97883713
0,正常,0.99939394
1,DoS攻击,0.9894832
1,DoS攻击,0.9641106
0,正常,0.9999188
1,DoS攻击,0.9999999
0,正常,0.99999595
1,DoS攻击,0.761789
1,DoS攻击,0.9999999
1,DoS攻击,0.99999976
0,正常,0.99998343
0,正常,1.0
1,DoS攻击,0.9999995
0,正常,0.9800168
1,DoS攻击,1.0
1,DoS攻击,0.99999774
0,正常,0.99946386
1,DoS攻击,0.9999999
4,探测攻击,1.0
1,DoS攻击,1.0
0,正常,0.99999726
4,探测攻击,0.9997253
0,正常,1.0
0,正常,0.99227893
3,R2L攻击,0.8048104
0,正常,0.9999962
0,正常,0.43922243
0,正常,0.9999999
3,R2L攻击,0.98943967
1,DoS攻击,0.99994516
0,正常,0.93510205
0,正常,0.89731544
3,R2L攻击,0.9449458
0,正常,0.55484855
3,R2L攻击,0.63792485
1,DoS攻击,0.99394727
1,DoS攻击,0.9999999
0,正常,0.9999902
1,DoS攻击,0.9999999
0,正常,0.99935657
1,DoS攻击,0.99690324
1,DoS攻击,0.9999999
4,探测攻击,0.99999416
0,正常,1.0
3,R2L攻击,0.95727974
1,DoS攻击,0.9723288
0,正常,0.9973757
1,DoS攻击,0.99999833
0,正常,0.99929667
1,DoS攻击,0.99999833
3,R2L攻击,0.6523988
0,正常,1.0
1,DoS攻击,0.9755687
1,DoS攻击,0.9992513
1,DoS攻击,0.9648161
4,探测攻击,1.0
3,R2L攻击,0.9581857
1,DoS攻击,0.6492355
0,正常,0.94198644
1,DoS攻击,0.7786582
1,DoS攻击,0.9999999
3,R2L攻击,0.8570096
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.9397118
4,探测攻击,0.9955766
4,探测攻击,0.99999964
0,正常,0.9994159
1,DoS攻击,0.9977998
2,U2R攻击,0.9631887
0,正常,0.74781746
0,正常,0.9986921
1,DoS攻击,0.9999999
0,正常,1.0
0,正常,0.8763989
1,DoS攻击,0.9999993
0,正常,0.8255565
0,正常,0.51503
0,正常,0.9992859
1,DoS攻击,0.972896
3,R2L攻击,0.9966049
0,正常,0.96968013
0,正常,1.0
0,正常,0.99999976
0,正常,0.99999654
0,正常,0.97498995
4,探测攻击,0.9996848
0,正常,1.0
0,正常,0.9809044
3,R2L攻击,0.7800373
1,DoS攻击,0.99999964
1,DoS攻击,0.6492355
0,正常,1.0
0,正常,0.9322198
4,探测攻击,1.0
0,正常,0.9746378
3,R2L攻击,0.9799376
0,正常,0.8015103
0,正常,0.9172475
1,DoS攻击,0.99999964
4,探测攻击,0.99820673
0,正常,0.9892041
1,DoS攻击,1.0
0,正常,1.0
1,DoS攻击,1.0
0,正常,0.9989833
0,正常,0.99994874
0,正常,0.99986875
0,正常,0.95294476
0,正常,0.99999976
0,正常,0.99994814
0,正常,0.9999906
1,DoS攻击,0.9902261
0,正常,0.9981034
0,正常,0.9568061
0,正常,0.9999963
0,正常,1.0
0,正常,0.90336406
1,DoS攻击,0.9999999
1,DoS攻击,0.99999917
4,探测攻击,1.0
1,DoS攻击,0.9999995
0,正常,0.99977535
0,正常,0.9986161
1,DoS攻击,0.9974381
0,正常,1.0
0,正常,0.9999529
0,正常,0.77846146
1,DoS攻击,1.0
0,正常,0.74976647
4,探测攻击,0.8872
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,0.9999939
3,R2L攻击,0.9451743
0,正常,0.9970866
1,DoS攻击,0.9999999
1,DoS攻击,0.99999976
0,正常,1.0
3,R2L攻击,0.75709957
1,DoS攻击,0.9989354
3,R2L攻击,0.9846495
4,探测攻击,0.99999976
1,DoS攻击,1.0
1,DoS攻击,0.99999976
0,正常,1.0
0,正常,1.0
1,DoS攻击,0.9999994
3,R2L攻击,0.96613854
0,正常,0.9999933
0,正常,1.0
1,DoS攻击,0.9991955
0,正常,0.8620368
4,探测攻击,0.99998784
0,正常,1.0
1,DoS攻击,0.948504
0,正常,0.99979705
0,正常,0.99998105
1,DoS攻击,0.9999999
4,探测攻击,1.0
4,探测攻击,0.9999994
0,正常,0.99826705
1,DoS攻击,1.0
4,探测攻击,0.9998907
4,探测攻击,0.9999982
3,R2L攻击,0.7291856
4,探测攻击,0.9998803
1,DoS攻击,0.99994683
0,正常,0.9999224
0,正常,0.98972845
1,DoS攻击,0.9999993
1,DoS攻击,0.999788
1,DoS攻击,1.0
0,正常,0.9987942
3,R2L攻击,0.90327
0,正常,1.0
3,R2L攻击,0.96944976
0,正常,0.9568061
3,R2L攻击,0.50866115
0,正常,0.9172509
0,正常,0.47075555
1,DoS攻击,1.0
1,DoS攻击,0.9999989
0,正常,1.0
1,DoS攻击,0.99999976
1,DoS攻击,0.9517934
3,R2L攻击,0.81130666
0,正常,0.9999999
0,正常,0.9955917
1,DoS攻击,0.9999999
3,R2L攻击,0.5181053
0,正常,0.92929393
1,DoS攻击,1.0
1,DoS攻击,0.99999976
4,探测攻击,1.0
3,R2L攻击,0.40007302
0,正常,0.9994461
0,正常,0.99431926
0,正常,1.0
0,正常,0.99975365
4,探测攻击,0.7356123
1,DoS攻击,0.9999988
3,R2L攻击,0.98085177
3,R2L攻击,0.99720097
4,探测攻击,0.9999021
0,正常,0.9999939
1,DoS攻击,1.0
1,DoS攻击,0.44647405
0,正常,0.87561005
1,DoS攻击,0.9999999
0,正常,0.6259208
0,正常,1.0
1,DoS攻击,0.99999774
4,探测攻击,1.0
0,正常,0.96968013
4,探测攻击,1.0
1,DoS攻击,0.99933213
4,探测攻击,0.9608544
1,DoS攻击,0.56347317
0,正常,0.9992409
0,正常,0.9960716
3,R2L攻击,0.5447651
4,探测攻击,1.0
0,正常,1.0
0,正常,1.0
0,正常,0.9999794
1,DoS攻击,0.99738246
0,正常,0.996323
0,正常,0.99999464
0,正常,0.9397117
0,正常,0.99984396
1,DoS攻击,0.9999999
0,正常,0.9999995
4,探测攻击,0.9994779
1,DoS攻击,0.9999989
1,DoS攻击,0.9884123
0,正常,1.0
0,正常,1.0
0,正常,1.0
4,探测攻击,0.99935716
1,DoS攻击,0.9999999
0,正常,0.570045
4,探测攻击,0.91784716
1,DoS攻击,1.0
1,DoS攻击,0.9999995
3,R2L攻击,0.6748612
0,正常,0.9045406
3,R2L攻击,0.94229937
1,DoS攻击,0.9999995
1,DoS攻击,0.99999976
1,DoS攻击,0.9999999
1,DoS攻击,0.9999999
0,正常,1.0
1,DoS攻击,0.99999034
0,正常,0.99641526
3,R2L攻击,0.987084
1,DoS攻击,1.0
1,DoS攻击,0.99999976
0,正常,0.99960643
